"departurePoint","departureDate","totalCapacity","availableSeats","status","basePrice","trafficJam","weather","weatherSource","weatherTemperature","weatherWindSpeed","weatherPrecipitation","trajetId","actualDelayMinutes"
"Ariana","2025-01-02T09:45:00","50","39","COMPLETED","58.78","false","STORM","AUTO","14.7","87.2","58.0","62","55"
"Tozeur","2022-07-09T17:30:00","11","7","COMPLETED","21.96","false","SUNNY","AUTO","32.1","24.9","0.6","60","9"
"Monastir","2024-11-13T09:15:00","20","14","COMPLETED","53.21","false","SUNNY","AUTO","30.3","6.7","1.0","68","5"
"Kebili","2022-06-20T00:15:00","37","15","COMPLETED","37.95","false","SUNNY","AUTO","30.5","15.0","0.5","58","11"
"Gabes","2024-10-10T17:45:00","15","14","COMPLETED","77.77","true","RAIN","AUTO","21.7","44.2","8.8","50","63"
"Tozeur","2024-06-18T10:15:00","15","10","COMPLETED","31.48","true","SUNNY","AUTO","36.2","22.8","0.5","49","58"
"Sousse","2023-12-16T15:45:00","20","16","COMPLETED","16.3","true","RAIN","AUTO","13.6","39.4","16.5","53","42"
"Tunis","2023-10-23T13:45:00","19","3","COMPLETED","46.72","true","SUNNY","AUTO","22.4","24.5","0.2","69","37"
"Jendouba","2022-11-06T06:30:00","44","22","COMPLETED","36.35","false","SUNNY","AUTO","32.1","16.7","0.5","55","10"
"El Kef","2022-06-03T01:00:00","20","6","COMPLETED","63.34","false","SUNNY","AUTO","27.6","14.5","0.4","64","12"
"Kebili","2024-05-03T12:00:00","28","20","COMPLETED","65.46","false","SUNNY","AUTO","31.0","5.8","0.8","43","4"
"Siliana","2022-11-26T03:45:00","44","13","COMPLETED","24.51","true","RAIN","AUTO","10.8","39.7","20.4","49","49"
"Ariana","2022-08-17T14:00:00","53","11","COMPLETED","70.84","true","SUNNY","AUTO","31.4","10.2","0.3","50","28"
"Siliana","2023-11-04T23:45:00","40","13","COMPLETED","14.86","false","SUNNY","AUTO","31.7","13.5","0.8","7","9"
"Monastir","2024-09-17T23:00:00","25","19","COMPLETED","23.01","false","SUNNY","AUTO","25.6","8.9","0.2","58","12"
"Sfax","2023-01-13T08:15:00","47","38","COMPLETED","69.76","false","SUNNY","AUTO","36.6","9.6","0.3","5","3"
"Kebili","2023-04-06T21:00:00","33","18","COMPLETED","75.88","false","RAIN","AUTO","20.2","29.5","20.7","64","39"
"Medenine","2022-09-18T19:45:00","35","29","COMPLETED","65.56","false","SUNNY","AUTO","26.8","21.4","0.4","53","11"
"Zarzis","2024-10-17T06:45:00","29","8","COMPLETED","33.26","true","SUNNY","AUTO","27.9","23.2","0.5","54","20"
"Beja","2023-08-25T16:15:00","33","29","COMPLETED","8.05","false","RAIN","AUTO","11.9","30.2","19.1","71","9"
"Beja","2022-11-10T13:45:00","25","12","COMPLETED","20.03","false","SUNNY","AUTO","36.4","9.6","0.9","53","18"
"Monastir","2024-04-22T04:30:00","45","29","COMPLETED","34.45","true","RAIN","AUTO","15.5","32.1","20.9","63","37"
"Sousse","2024-07-11T02:45:00","25","4","COMPLETED","72.4","false","SUNNY","AUTO","32.1","9.9","0.2","3","20"
"Tozeur","2025-03-01T18:45:00","21","11","COMPLETED","57.31","false","RAIN","AUTO","10.3","30.5","15.1","54","21"
"Kairouan","2023-06-24T08:30:00","58","38","COMPLETED","68.71","false","SUNNY","AUTO","26.9","16.1","0.2","49","2"
"Ariana","2023-09-23T07:45:00","58","54","COMPLETED","38.32","false","SANDSTORM","AUTO","32.8","58.8","0.0","7","66"
"Jendouba","2023-01-07T08:30:00","26","5","COMPLETED","66.58","false","SANDSTORM","AUTO","37.5","62.5","0.0","57","20"
"Tataouine","2022-09-24T23:15:00","32","3","COMPLETED","69.71","true","SUNNY","AUTO","25.3","9.9","0.0","58","46"
"Zaghouan","2023-05-20T06:45:00","24","24","COMPLETED","71.73","true","SUNNY","AUTO","24.6","8.3","0.1","49","27"
"Kasserine","2024-08-02T04:00:00","30","7","COMPLETED","66.92","false","SUNNY","AUTO","32.3","16.4","0.4","53","9"
"Ariana","2022-12-07T22:15:00","57","26","COMPLETED","74.2","true","RAIN","AUTO","20.4","52.6","17.9","53","31"
"Gabes","2024-09-17T20:45:00","46","39","COMPLETED","44.09","true","STORM","AUTO","12.2","67.1","44.4","50","120"
"Sidi Bouzid","2025-03-06T07:15:00","28","19","COMPLETED","63.06","true","SUNNY","AUTO","25.7","20.4","0.6","56","29"
"Siliana","2023-05-05T00:15:00","26","10","COMPLETED","70.73","false","RAIN","AUTO","21.3","21.3","19.4","58","8"
"Beja","2025-02-10T04:45:00","28","23","COMPLETED","14.98","true","SUNNY","AUTO","29.6","9.7","0.3","62","52"
"Hammamet","2022-07-02T10:15:00","35","35","COMPLETED","51.82","false","SUNNY","AUTO","37.8","17.9","0.8","50","1"
"Tozeur","2025-03-17T11:30:00","41","11","COMPLETED","46.32","true","SUNNY","AUTO","30.1","24.1","0.4","53","42"
"Tataouine","2024-09-22T04:30:00","8","4","COMPLETED","53.5","true","SUNNY","AUTO","31.2","8.0","0.1","56","48"
"Zarzis","2022-10-02T03:45:00","35","23","COMPLETED","70.1","false","SUNNY","AUTO","31.8","17.1","0.1","71","16"
"Gabes","2022-11-17T19:30:00","37","10","COMPLETED","8.46","false","SUNNY","AUTO","30.1","7.3","0.1","50","4"
"Tozeur","2022-11-18T02:45:00","52","47","COMPLETED","35.41","false","STORM","AUTO","8.2","69.1","34.7","57","85"
"El Kef","2024-06-12T15:45:00","23","18","COMPLETED","47.71","false","RAIN","AUTO","13.7","43.1","12.2","60","9"
"Mahdia","2024-09-10T23:45:00","24","6","COMPLETED","47.33","true","SUNNY","AUTO","33.2","13.9","0.5","71","55"
"El Kef","2022-10-13T03:15:00","9","4","COMPLETED","13.61","true","SUNNY","AUTO","27.7","16.1","0.2","66","38"
"El Kef","2023-01-10T23:45:00","30","22","COMPLETED","63.65","false","RAIN","AUTO","11.1","40.2","5.7","3","13"
"Ariana","2024-04-27T20:00:00","26","5","COMPLETED","38.96","false","SANDSTORM","AUTO","28.2","83.7","0.0","51","41"
"Jendouba","2022-09-16T01:15:00","14","13","COMPLETED","61.49","false","SUNNY","AUTO","23.9","15.9","0.7","51","19"
"Hammamet","2022-06-03T20:00:00","19","10","COMPLETED","46.33","true","SANDSTORM","AUTO","33.8","53.6","0.0","51","96"
"Gafsa","2024-08-07T06:00:00","11","1","COMPLETED","52.74","false","SUNNY","AUTO","28.4","17.8","0.5","60","11"
"Sousse","2023-08-20T04:30:00","60","56","COMPLETED","21.1","true","RAIN","AUTO","16.9","29.8","28.4","58","32"
"Jendouba","2024-06-07T19:00:00","21","17","COMPLETED","12.9","false","SUNNY","AUTO","29.6","18.4","0.1","66","6"
"Zaghouan","2022-07-25T17:45:00","38","27","COMPLETED","26.11","false","RAIN","AUTO","10.3","21.0","6.5","56","31"
"Ariana","2023-05-29T23:45:00","30","24","COMPLETED","21.67","true","SUNNY","AUTO","32.8","24.6","0.8","65","56"
"Hammamet","2022-08-30T20:15:00","30","21","COMPLETED","9.79","false","STORM","AUTO","14.4","77.8","28.4","55","36"
"Kasserine","2023-08-23T16:45:00","60","39","COMPLETED","21.85","true","SUNNY","AUTO","31.3","20.8","0.8","55","43"
"Nabeul","2024-02-20T00:30:00","39","6","COMPLETED","45.64","true","SUNNY","AUTO","27.6","23.8","0.6","3","36"
"Tunis","2024-07-17T02:45:00","42","24","COMPLETED","69.75","true","SUNNY","AUTO","29.6","17.6","1.0","49","29"
"Gafsa","2023-11-27T13:00:00","46","32","COMPLETED","15.66","false","RAIN","AUTO","13.9","43.2","16.4","67","6"
"Gafsa","2024-07-13T19:15:00","15","5","COMPLETED","71.96","false","SUNNY","AUTO","36.7","11.9","0.1","67","4"
"Nabeul","2022-11-11T12:15:00","17","12","COMPLETED","54.45","false","SUNNY","AUTO","35.5","23.9","0.8","67","2"
"Zaghouan","2024-10-02T00:45:00","53","5","COMPLETED","6.33","false","SUNNY","AUTO","34.7","15.6","0.1","57","6"
"Zarzis","2023-06-11T05:00:00","35","1","COMPLETED","68.26","true","SUNNY","AUTO","22.9","12.5","0.3","69","40"
"Bizerte","2023-05-04T13:45:00","50","29","COMPLETED","33.45","false","RAIN","AUTO","15.0","35.2","25.4","63","11"
"Tunis","2023-03-13T13:15:00","27","12","COMPLETED","27.49","false","SUNNY","AUTO","30.5","21.4","0.4","56","17"
"Hammamet","2023-09-15T06:30:00","37","2","COMPLETED","74.74","true","SANDSTORM","AUTO","31.4","49.0","0.0","72","97"
"Beja","2022-08-03T03:30:00","25","1","COMPLETED","8.0","false","RAIN","AUTO","16.2","34.2","12.9","51","7"
"Beja","2023-02-26T06:45:00","60","58","COMPLETED","45.81","false","RAIN","AUTO","18.7","53.1","8.5","43","27"
"Kebili","2024-03-28T04:45:00","49","7","COMPLETED","39.57","false","SUNNY","AUTO","26.2","18.9","0.7","53","6"
"Tataouine","2025-03-05T23:30:00","30","9","COMPLETED","32.19","false","SANDSTORM","AUTO","40.1","74.7","0.0","49","28"
"Zaghouan","2022-06-10T03:15:00","23","11","COMPLETED","52.83","true","SUNNY","AUTO","29.7","24.0","0.4","7","31"
"Hammamet","2024-09-13T21:15:00","32","13","COMPLETED","49.23","true","SANDSTORM","AUTO","30.6","53.3","0.0","5","72"
"Sfax","2022-09-15T15:30:00","53","1","COMPLETED","79.09","true","SUNNY","AUTO","31.7","20.7","0.7","55","38"
"Gabes","2023-01-03T19:15:00","18","18","COMPLETED","17.66","true","SUNNY","AUTO","37.4","20.7","0.9","63","32"
"Siliana","2022-10-13T19:45:00","45","4","COMPLETED","57.43","false","STORM","AUTO","15.2","72.3","41.7","50","77"
"Siliana","2023-11-03T07:15:00","27","1","COMPLETED","61.09","false","SUNNY","AUTO","31.2","23.6","0.2","60","14"
"Tataouine","2024-04-27T10:15:00","16","6","COMPLETED","71.83","true","SUNNY","AUTO","38.0","11.2","0.8","57","52"
"Monastir","2023-11-04T13:45:00","58","42","COMPLETED","69.93","false","RAIN","AUTO","18.0","31.4","26.2","49","9"
"Siliana","2024-02-07T14:00:00","18","8","COMPLETED","62.25","false","RAIN","AUTO","11.6","42.8","7.8","66","30"
"Sfax","2023-04-22T08:15:00","28","11","COMPLETED","75.2","false","RAIN","AUTO","21.6","51.0","14.0","51","23"
"Kairouan","2025-01-18T08:30:00","56","38","COMPLETED","25.94","false","SUNNY","AUTO","22.1","13.6","0.6","63","20"
"Sousse","2022-06-26T07:15:00","33","5","COMPLETED","74.56","true","RAIN","AUTO","17.8","46.5","26.9","65","27"
"Zarzis","2022-07-28T11:30:00","44","26","COMPLETED","21.32","false","SUNNY","AUTO","28.0","5.8","0.3","49","2"
"Sousse","2022-06-21T23:30:00","38","32","COMPLETED","29.11","false","SUNNY","AUTO","28.7","11.8","0.1","12","12"
"Bizerte","2023-12-25T06:30:00","31","5","COMPLETED","65.45","false","RAIN","AUTO","17.4","44.2","15.6","55","18"
"Kebili","2024-09-05T09:00:00","28","24","COMPLETED","44.28","false","SUNNY","AUTO","24.1","22.0","0.9","59","20"
"Kasserine","2024-08-05T00:30:00","21","0","COMPLETED","38.87","false","SANDSTORM","AUTO","29.9","73.4","0.0","72","34"
"Zarzis","2023-02-02T01:00:00","17","10","COMPLETED","51.33","false","RAIN","AUTO","14.5","45.7","5.7","5","21"
"Tunis","2022-12-19T21:00:00","15","9","COMPLETED","71.68","false","RAIN","AUTO","11.0","28.7","23.8","56","10"
"Tunis","2023-03-28T00:30:00","41","3","COMPLETED","71.42","false","SUNNY","AUTO","24.7","7.1","0.2","61","17"
"Zaghouan","2023-07-04T06:15:00","15","14","COMPLETED","72.86","false","SUNNY","AUTO","34.7","6.4","0.4","62","0"
"Bizerte","2022-10-18T13:00:00","40","18","COMPLETED","30.94","false","SUNNY","AUTO","29.0","6.9","0.7","72","6"
"Sfax","2024-11-07T12:30:00","27","9","COMPLETED","54.42","false","SUNNY","AUTO","27.3","8.1","0.0","43","14"
"Monastir","2022-06-18T11:15:00","39","25","COMPLETED","18.37","true","SUNNY","AUTO","35.5","8.5","0.3","62","43"
"Mahdia","2025-03-29T13:30:00","31","11","COMPLETED","77.67","false","RAIN","AUTO","16.0","37.4","7.0","68","31"
"Zarzis","2024-11-07T20:15:00","30","6","COMPLETED","39.05","true","SUNNY","AUTO","33.7","5.2","0.2","12","47"
"Gabes","2022-07-22T07:30:00","60","57","COMPLETED","41.14","true","SANDSTORM","AUTO","28.3","64.7","0.0","54","81"
"Monastir","2024-01-29T19:30:00","37","5","COMPLETED","9.61","false","SUNNY","AUTO","36.1","5.6","0.1","60","8"
"Monastir","2023-05-19T03:45:00","30","4","COMPLETED","40.61","false","SANDSTORM","AUTO","33.1","84.3","0.0","51","59"
"Sousse","2023-04-26T10:15:00","43","5","COMPLETED","65.39","false","SUNNY","AUTO","33.4","20.8","0.6","57","16"
"Siliana","2022-08-11T07:00:00","36","10","COMPLETED","44.83","false","STORM","AUTO","17.6","103.5","46.1","64","37"
"Zarzis","2023-08-14T13:15:00","12","10","COMPLETED","26.37","false","RAIN","AUTO","15.6","38.1","28.1","52","24"
"Monastir","2022-06-27T22:15:00","54","39","COMPLETED","37.91","false","SANDSTORM","AUTO","38.2","58.3","0.0","60","21"
"Bizerte","2022-08-15T17:00:00","31","8","COMPLETED","45.55","false","SUNNY","AUTO","35.2","12.3","0.1","70","6"
"Beja","2024-01-29T00:00:00","28","27","COMPLETED","46.48","false","RAIN","AUTO","21.1","44.0","13.2","49","33"
"Kasserine","2023-12-17T14:30:00","12","7","COMPLETED","5.54","false","SUNNY","AUTO","33.7","18.6","0.9","49","10"
"El Kef","2022-11-21T04:00:00","36","2","COMPLETED","74.81","true","SUNNY","AUTO","28.0","22.8","0.6","59","39"
"Zarzis","2022-10-26T12:45:00","24","0","COMPLETED","22.99","true","SUNNY","AUTO","37.6","16.9","0.8","65","41"
"Zarzis","2023-04-23T03:30:00","11","10","COMPLETED","65.33","false","SANDSTORM","AUTO","34.8","52.4","0.0","61","51"
"Gafsa","2023-07-01T21:30:00","37","31","COMPLETED","19.31","false","SUNNY","AUTO","27.2","10.7","0.7","50","2"
"Gafsa","2024-12-11T17:15:00","19","16","COMPLETED","51.29","true","RAIN","AUTO","11.2","42.2","20.3","69","71"
"Djerba","2025-01-11T06:45:00","30","11","COMPLETED","66.51","false","RAIN","AUTO","13.2","39.9","26.0","43","14"
"Kasserine","2023-12-20T22:00:00","42","5","COMPLETED","38.75","false","SANDSTORM","AUTO","32.1","81.4","0.0","63","22"
"Sousse","2023-02-01T09:30:00","36","17","COMPLETED","62.87","true","STORM","AUTO","15.8","108.0","47.2","72","68"
"Hammamet","2024-12-30T20:15:00","22","8","COMPLETED","45.52","false","SUNNY","AUTO","29.6","7.5","0.8","57","20"
"Siliana","2022-08-20T09:15:00","25","4","COMPLETED","27.69","false","SUNNY","AUTO","32.6","6.2","0.6","53","14"
"Hammamet","2022-07-16T12:45:00","11","10","COMPLETED","36.67","false","SUNNY","AUTO","26.5","19.9","0.2","43","14"
"Monastir","2024-10-12T10:15:00","47","12","COMPLETED","29.91","false","SUNNY","AUTO","32.0","10.0","0.0","71","10"
"Kasserine","2023-04-19T16:30:00","13","9","COMPLETED","53.58","true","SUNNY","AUTO","37.4","13.6","0.2","54","39"
"Gafsa","2023-07-25T01:00:00","57","5","COMPLETED","77.45","false","SUNNY","AUTO","29.9","18.7","0.9","12","13"
"Medenine","2024-08-15T22:00:00","22","12","COMPLETED","67.95","false","RAIN","AUTO","11.8","54.9","16.4","3","10"
"Kairouan","2022-07-11T17:45:00","24","1","COMPLETED","27.08","true","RAIN","AUTO","17.5","51.2","29.1","69","70"
"Siliana","2024-09-15T07:45:00","51","22","COMPLETED","23.65","true","STORM","AUTO","17.8","96.7","58.1","66","55"
"Siliana","2023-09-13T12:45:00","18","11","COMPLETED","45.22","true","RAIN","AUTO","21.4","35.0","17.7","63","22"
"Gafsa","2023-06-04T19:30:00","24","8","COMPLETED","11.26","true","SUNNY","AUTO","34.0","15.1","0.7","68","15"
"Zaghouan","2023-10-01T19:00:00","43","30","COMPLETED","71.35","false","SUNNY","AUTO","32.6","14.7","0.7","71","3"
"Tataouine","2024-05-31T23:00:00","10","7","COMPLETED","45.03","true","SUNNY","AUTO","33.4","8.0","0.0","57","27"
"Jendouba","2024-10-01T17:15:00","24","17","COMPLETED","62.22","true","STORM","AUTO","14.6","95.6","73.0","2","106"
"Kasserine","2024-03-28T03:00:00","52","7","COMPLETED","45.08","false","RAIN","AUTO","16.2","34.2","17.5","55","36"
"Beja","2023-01-23T20:15:00","39","10","COMPLETED","45.72","true","SUNNY","AUTO","32.6","23.5","0.6","52","20"
"Sidi Bouzid","2024-05-31T03:45:00","54","25","COMPLETED","55.25","true","SUNNY","AUTO","28.7","8.5","0.8","70","60"
"Nabeul","2024-09-27T14:30:00","55","53","COMPLETED","65.5","false","SANDSTORM","AUTO","32.9","42.9","0.0","5","52"
"Bizerte","2024-11-27T10:30:00","15","7","COMPLETED","68.93","true","SUNNY","AUTO","31.2","5.9","0.9","52","36"
"Djerba","2024-11-16T14:00:00","36","16","COMPLETED","71.39","true","SANDSTORM","AUTO","31.5","69.4","0.0","63","73"
"Tozeur","2023-08-26T12:45:00","38","38","COMPLETED","7.76","false","RAIN","AUTO","18.4","49.4","5.5","56","27"
"Djerba","2023-08-11T00:15:00","12","0","COMPLETED","21.65","false","SUNNY","AUTO","25.7","19.5","0.5","64","10"
"Hammamet","2024-09-14T20:00:00","33","8","COMPLETED","57.75","false","STORM","AUTO","8.3","66.7","53.0","2","43"
"Monastir","2024-09-28T02:30:00","13","13","COMPLETED","6.87","false","SUNNY","AUTO","29.0","6.2","0.8","12","17"
"Monastir","2024-01-26T10:00:00","17","9","COMPLETED","79.76","true","SUNNY","AUTO","31.8","24.6","0.6","65","18"
"Tunis","2024-01-26T02:30:00","21","4","COMPLETED","70.35","false","SUNNY","AUTO","32.9","25.0","0.6","61","6"
"Kebili","2022-09-07T18:00:00","31","13","COMPLETED","59.85","false","SUNNY","AUTO","31.0","6.1","0.1","7","6"
"Djerba","2023-11-06T17:30:00","21","20","COMPLETED","8.08","false","SUNNY","AUTO","22.0","9.6","0.2","59","8"
"Djerba","2024-03-28T17:00:00","19","17","COMPLETED","10.33","false","SUNNY","AUTO","23.6","11.9","0.9","57","18"
"Hammamet","2023-01-20T04:00:00","39","7","COMPLETED","21.17","true","SANDSTORM","AUTO","33.2","81.2","0.0","66","103"
"Gabes","2023-02-02T09:15:00","40","3","COMPLETED","70.81","true","RAIN","AUTO","12.9","43.6","24.7","65","45"
"Kasserine","2024-11-27T16:00:00","49","0","COMPLETED","46.38","true","SUNNY","AUTO","27.9","11.0","0.2","2","13"
"Monastir","2024-02-19T07:30:00","42","11","COMPLETED","5.41","false","RAIN","AUTO","19.3","44.1","15.8","62","12"
"Sfax","2024-10-13T09:45:00","43","1","COMPLETED","5.22","true","RAIN","AUTO","18.5","37.3","16.6","53","28"
"Tozeur","2023-07-01T16:15:00","37","22","COMPLETED","12.36","false","SUNNY","AUTO","29.9","24.9","0.3","55","0"
"Medenine","2025-02-20T20:45:00","11","4","COMPLETED","48.17","false","RAIN","AUTO","11.0","27.9","20.6","55","26"
"Beja","2023-02-09T01:00:00","48","14","COMPLETED","71.9","false","SUNNY","AUTO","37.2","11.8","0.1","57","18"
"Jendouba","2023-04-11T10:30:00","15","6","COMPLETED","29.47","false","RAIN","AUTO","20.3","21.8","8.7","63","13"
"Mahdia","2022-07-04T12:45:00","20","12","COMPLETED","6.41","true","SANDSTORM","AUTO","28.0","80.4","0.0","5","87"
"Tunis","2024-08-04T15:30:00","37","10","COMPLETED","49.27","false","SUNNY","AUTO","27.8","21.8","0.8","69","16"
"Jendouba","2023-05-30T14:00:00","10","7","COMPLETED","37.41","false","RAIN","AUTO","17.9","29.8","14.4","51","37"
"Medenine","2024-12-07T21:45:00","38","19","COMPLETED","39.14","false","SUNNY","AUTO","24.0","6.9","0.6","52","8"
"Mahdia","2023-05-20T21:45:00","51","26","COMPLETED","41.07","true","RAIN","AUTO","13.1","25.4","13.2","12","54"
"Sidi Bouzid","2022-11-28T16:30:00","51","41","COMPLETED","23.05","false","SUNNY","AUTO","27.1","6.4","0.6","63","10"
"Bizerte","2022-09-23T01:45:00","18","5","COMPLETED","69.39","false","RAIN","AUTO","20.0","40.4","8.9","52","13"
"Tozeur","2023-12-01T08:15:00","28","7","COMPLETED","50.31","true","STORM","AUTO","15.3","109.5","29.2","5","111"
"Kairouan","2023-09-18T21:15:00","11","3","COMPLETED","32.28","false","RAIN","AUTO","15.6","41.9","6.7","68","38"
"Bizerte","2023-11-13T09:30:00","36","27","COMPLETED","45.57","false","SUNNY","AUTO","33.5","14.4","0.9","43","11"
"El Kef","2024-08-26T20:00:00","53","7","COMPLETED","6.78","false","SUNNY","AUTO","25.1","12.4","0.4","62","19"
"Kairouan","2023-10-04T01:30:00","45","28","COMPLETED","10.86","false","RAIN","AUTO","20.6","21.7","7.3","61","34"
"Hammamet","2023-07-29T04:00:00","40","36","COMPLETED","5.89","false","SUNNY","AUTO","33.2","17.9","0.4","56","20"
"Gabes","2023-07-31T02:15:00","21","13","COMPLETED","23.45","true","SUNNY","AUTO","32.6","20.6","0.4","66","20"
"Hammamet","2022-10-15T12:15:00","53","49","COMPLETED","43.42","false","SUNNY","AUTO","36.9","24.5","0.5","57","18"
"Sidi Bouzid","2023-09-21T05:00:00","16","0","COMPLETED","63.34","false","SUNNY","AUTO","30.7","21.2","0.7","56","19"
"Zaghouan","2024-05-02T04:15:00","54","10","COMPLETED","71.48","false","SUNNY","AUTO","28.9","9.6","0.1","67","11"
"Mahdia","2024-09-05T18:15:00","32","22","COMPLETED","7.12","false","STORM","AUTO","12.3","94.9","41.0","53","75"
"Zarzis","2024-04-29T02:30:00","27","14","COMPLETED","36.68","true","SUNNY","AUTO","26.1","15.0","0.9","70","48"
"Mahdia","2024-10-12T16:15:00","55","9","COMPLETED","67.0","true","RAIN","AUTO","18.0","25.2","26.9","63","38"
"Sidi Bouzid","2022-10-28T16:00:00","60","54","COMPLETED","10.85","false","SUNNY","AUTO","22.2","20.8","0.8","68","15"
"Hammamet","2023-12-04T17:30:00","48","19","COMPLETED","36.96","false","SUNNY","AUTO","29.3","15.0","0.1","55","7"
"Beja","2023-09-28T04:00:00","13","12","COMPLETED","37.71","true","SUNNY","AUTO","23.8","7.1","0.2","3","30"
"Ariana","2025-02-23T17:00:00","29","17","COMPLETED","5.32","false","SUNNY","AUTO","22.0","16.9","0.8","5","3"
"Jendouba","2025-03-04T20:45:00","49","34","COMPLETED","8.85","false","RAIN","AUTO","10.0","47.0","14.0","61","21"
"Beja","2023-06-24T21:15:00","28","13","COMPLETED","17.87","false","SUNNY","AUTO","22.8","7.8","0.7","62","7"
"Hammamet","2023-06-17T13:30:00","54","29","COMPLETED","32.83","true","RAIN","AUTO","21.3","36.5","16.2","61","46"
"Zarzis","2022-10-25T16:00:00","30","21","COMPLETED","32.14","true","RAIN","AUTO","17.6","35.4","7.7","71","48"
"Gafsa","2024-06-16T22:30:00","27","12","COMPLETED","18.72","true","RAIN","AUTO","12.3","43.9","16.9","72","18"
"Beja","2023-03-25T22:30:00","40","17","COMPLETED","53.64","false","SUNNY","AUTO","29.9","13.3","0.1","64","20"
"Mahdia","2024-08-07T03:00:00","35","11","COMPLETED","52.49","false","SUNNY","AUTO","37.9","5.8","0.5","61","13"
"Ariana","2023-02-25T08:00:00","19","2","COMPLETED","35.32","false","SANDSTORM","AUTO","38.8","42.5","0.0","12","64"
"Kasserine","2024-07-29T15:45:00","58","14","COMPLETED","6.46","false","RAIN","AUTO","10.9","26.2","13.9","5","26"
"Kairouan","2024-12-30T09:15:00","28","14","COMPLETED","55.91","false","RAIN","AUTO","18.2","48.2","27.1","68","7"
"Mahdia","2023-07-20T19:00:00","14","4","COMPLETED","42.8","false","SUNNY","AUTO","26.0","7.1","0.7","50","15"
"El Kef","2024-01-10T17:00:00","53","6","COMPLETED","29.25","false","SANDSTORM","AUTO","32.8","41.3","0.0","5","74"
"Zarzis","2024-06-11T13:30:00","34","19","COMPLETED","26.96","false","SUNNY","AUTO","23.8","22.7","0.0","50","3"
"Kairouan","2025-03-25T14:45:00","58","44","COMPLETED","14.74","true","SUNNY","AUTO","35.4","23.1","0.6","57","32"
"Sousse","2023-01-22T17:00:00","15","2","COMPLETED","20.4","true","RAIN","AUTO","11.5","25.1","17.1","67","47"
"Ariana","2024-05-22T05:45:00","38","20","COMPLETED","31.27","false","SUNNY","AUTO","33.8","20.1","0.9","3","18"
"Mahdia","2023-05-06T10:30:00","58","33","COMPLETED","37.65","false","SUNNY","AUTO","23.9","16.5","0.8","52","11"
"Nabeul","2025-03-02T20:30:00","53","8","COMPLETED","12.11","false","SUNNY","AUTO","29.8","6.8","0.3","64","6"
"Beja","2023-01-07T20:00:00","48","29","COMPLETED","13.83","false","SUNNY","AUTO","31.2","14.8","0.9","68","2"
"Monastir","2025-02-27T16:45:00","51","22","COMPLETED","61.08","false","SUNNY","AUTO","25.9","8.9","0.3","59","10"
"Nabeul","2024-12-14T00:30:00","39","38","COMPLETED","77.56","true","SUNNY","AUTO","36.7","23.7","0.4","70","47"
"Sousse","2022-08-21T22:30:00","50","50","COMPLETED","76.39","false","SUNNY","AUTO","30.8","7.2","0.4","65","19"
"Ariana","2024-04-05T14:30:00","20","6","COMPLETED","16.81","false","SUNNY","AUTO","33.8","22.5","0.4","71","7"
"Kebili","2024-08-22T21:00:00","47","15","COMPLETED","43.87","true","RAIN","AUTO","21.8","52.3","8.5","53","62"
"Siliana","2023-12-10T05:45:00","16","15","COMPLETED","66.07","true","SANDSTORM","AUTO","29.8","84.6","0.0","67","69"
"Medenine","2024-06-08T23:30:00","26","1","COMPLETED","72.9","false","SUNNY","AUTO","25.7","8.7","0.6","70","0"
"Gabes","2023-03-22T06:45:00","45","1","COMPLETED","77.99","false","SUNNY","AUTO","25.3","19.1","0.1","69","4"
"Tataouine","2022-07-27T04:00:00","37","21","COMPLETED","47.9","true","SUNNY","AUTO","31.6","10.6","0.2","65","13"
"Tozeur","2023-12-27T11:15:00","40","35","COMPLETED","60.48","true","SUNNY","AUTO","33.7","12.4","0.5","67","42"
"Kairouan","2023-01-04T16:15:00","37","27","COMPLETED","21.23","true","RAIN","AUTO","12.1","37.0","11.6","71","49"
"Ariana","2023-01-15T22:00:00","10","2","COMPLETED","13.27","false","SUNNY","AUTO","27.5","20.7","0.3","3","14"
"Monastir","2022-07-26T00:15:00","18","2","COMPLETED","47.3","false","SUNNY","AUTO","36.5","22.7","0.5","43","12"
"Mahdia","2022-09-20T18:00:00","8","1","COMPLETED","9.24","true","RAIN","AUTO","16.5","35.4","19.3","50","52"
"Sfax","2023-09-27T16:45:00","15","3","COMPLETED","53.36","false","RAIN","AUTO","14.4","26.4","23.2","5","32"
"Tataouine","2023-02-04T21:30:00","36","6","COMPLETED","29.1","false","SUNNY","AUTO","22.3","11.3","0.8","55","20"
"Tunis","2024-05-09T12:15:00","17","12","COMPLETED","53.43","false","SUNNY","AUTO","25.1","20.0","0.1","56","20"
"Sfax","2023-09-23T11:45:00","35","32","COMPLETED","22.55","false","RAIN","AUTO","10.5","50.0","26.6","57","38"
"Jendouba","2023-04-07T23:00:00","50","49","COMPLETED","12.67","false","SANDSTORM","AUTO","32.9","42.3","0.0","49","44"
"Tataouine","2023-02-28T13:30:00","9","2","COMPLETED","36.37","false","SUNNY","AUTO","34.9","22.4","0.4","64","5"
"Nabeul","2024-01-31T01:00:00","44","27","COMPLETED","41.58","true","SUNNY","AUTO","28.0","6.8","0.6","70","31"
